Row Labels,Count of Category
"['Pubs', 'American (Traditional)', 'Sandwiches']",1
"['Pubs', 'American (Traditional)', 'Sports Bars']",1
"['Pubs', 'American (Traditional)']",8
"['Pubs', 'Barbeque', 'Music Venues']",1
"['Pubs', 'Beer Bar', 'American (Traditional)']",1
"['Pubs', 'Breakfast & Brunch', 'Creperies']",1
"['Pubs', 'Breakfast & Brunch', 'Hot Dogs']",1
"['Pubs', 'Breakfast & Brunch']",2
"['Pubs', 'Breweries', 'American (New)']",1
"['Pubs', 'Breweries', 'American (Traditional)']",1
"['Pubs', 'Breweries', 'Burgers']",1
"['Pubs', 'British', 'Beer Bar']",1
"['Pubs', 'British']",2
"['Pubs', 'Burgers', 'Beer Bar']",1
"['Pubs', 'Cafes', 'Bike Repair/Maintenance']",1
"['Pubs', 'Cafes']",1
"['Pubs', 'Cocktail Bars', 'Pop-Up Restaurants']",1
"['Pubs', 'Comfort Food', 'American (Traditional)']",1
"['Pubs', 'Comfort Food']",1
"['Pubs', 'Creperies']",1
"['Pubs', 'Gastropubs', 'Wine Bars']",1
"['Pubs', 'German', 'Beer Bar']",1
"['Pubs', 'Indian']",1
"['Pubs', 'Irish', 'Sports Bars']",1
"['Pubs', 'Irish']",3
"['Pubs', 'Seafood', 'Bed & Breakfast']",1
"['Pubs', 'Seafood', 'Beer Bar']",1
"['Pubs', 'Seafood', 'Burgers']",1
"['Pubs', 'Sports Bars', 'American (Traditional)']",1
"['Puerto Rican', 'Caterers']",1
"['Puerto Rican', 'Empanadas', 'Caterers']",1
"['Puerto Rican', 'Latin American']",1
['Puerto Rican'],2
"['Ramen', 'Asian Fusion', 'Gluten-Free']",1
"['Ramen', 'Asian Fusion', 'Shaved Ice']",1
"['Ramen', 'Asian Fusion']",2
"['Ramen', 'Bars']",1
"['Ramen', 'Beer Bar', 'Sushi Bars']",1
"['Ramen', 'Beer, Wine & Spirits']",1
"['Ramen', 'Bubble Tea', 'Seafood']",1
"['Ramen', 'Bubble Tea']",1
"['Ramen', 'Chinese', 'Sushi Bars']",1
"['Ramen', 'Chinese']",2
"['Ramen', 'Comfort Food', 'Noodles']",1
"['Ramen', 'Comfort Food']",1
"['Ramen', 'Izakaya', 'Noodles']",2
"['Ramen', 'Izakaya', 'Tapas Bars']",1
"['Ramen', 'Izakaya']",4
"['Ramen', 'Japanese Curry']",4
"['Ramen', 'Noodles', 'Asian Fusion']",1
"['Ramen', 'Noodles', 'Izakaya']",4
"['Ramen', 'Noodles', 'Pan Asian']",2
"['Ramen', 'Noodles', 'Salad']",1
"['Ramen', 'Noodles', 'Soup']",4
"['Ramen', 'Noodles']",19
"['Ramen', 'Poke']",1
"['Ramen', 'Pop-Up Restaurants']",2
"['Ramen', 'Sandwiches']",1
"['Ramen', 'Soup', 'Asian Fusion']",2
"['Ramen', 'Sushi Bars', 'Comfort Food']",1
"['Ramen', 'Sushi Bars', 'Izakaya']",1
"['Ramen', 'Sushi Bars', 'Poke']",1
"['Ramen', 'Sushi Bars']",4
"['Ramen', 'Taiwanese']",1
"['Ramen', 'Tapas/Small Plates', 'Izakaya']",2
"['Ramen', 'Tapas/Small Plates']",4
['Ramen'],56
"['Restaurants', 'Bars', 'Shopping Centers']",1
"['Restaurants', 'Caterers']",1
"['Restaurants', 'Coffee & Tea']",1
"['Restaurants', 'Food']",1
"['Restaurants', 'Local Flavor', 'Wineries']",1
"['Restaurants', 'Local Flavor']",1
"['Restaurants', 'Lounges']",1
"['Restaurants', 'Music Venues', 'Marketing']",1
"['Restaurants', 'Post Offices', 'Shared Office Spaces']",1
"['Restaurants', 'Shared Office Spaces', 'Shopping']",1
"['Restaurants', 'Shopping', 'Shared Office Spaces']",1
['Restaurants'],119
"['Russian', 'Coffee & Tea']",1
"['Russian', 'Food Trucks', 'Modern European']",1
"['Russian', 'French', 'Tapas/Small Plates']",1
"['Russian', 'Modern European']",1
"['Russian', 'Ukrainian']",1
"['Russian', 'Venues & Event Spaces', 'Music Venues']",1
"['Russian', 'Venues & Event Spaces']",1
['Russian'],1
"['RV Parks', 'Bars', 'American (Traditional)']",1
"['Salad', 'American (New)', 'Vegetarian']",1
"['Salad', 'American (New)', 'Wraps']",1
"['Salad', 'American (New)']",1
"['Salad', 'American (Traditional)']",1
"['Salad', 'Barbeque']",1
"['Salad', 'Bars', 'Sandwiches']",1
"['Salad', 'Breakfast & Brunch', 'Burgers']",1
"['Salad', 'Breakfast & Brunch', 'Caterers']",1
"['Salad', 'Breakfast & Brunch', 'Sandwiches']",4
"['Salad', 'Breakfast & Brunch', 'Soup']",1
"['Salad', 'Breweries', 'Sandwiches']",1
"['Salad', 'Bubble Tea', 'Asian Fusion']",2
"['Salad', 'Burgers', 'Beer Bar']",1
"['Salad', 'Burgers', 'Fast Food']",1
"['Salad', 'Burgers', 'Health Markets']",1
"['Salad', 'Burgers', 'Pizza']",2
"['Salad', 'Cafes', 'Sandwiches']",1
"['Salad', 'Cheese Shops', 'Sandwiches']",1
"['Salad', 'Chicken Wings', 'Pizza']",1
"['Salad', 'Coffee & Tea']",1
"['Salad', 'Falafel', 'Vegetarian']",1
"['Salad', 'Falafel']",1
"['Salad', 'Fast Food', 'Pizza']",1
"['Salad', 'Gelato', 'Sandwiches']",1
"['Salad', 'Gluten-Free', 'Cafes']",1
"['Salad', 'Ice Cream & Frozen Yogurt']",1
"['Salad', 'Juice Bars & Smoothies', 'Sandwiches']",2
"['Salad', 'Mediterranean', 'Sandwiches']",1
"['Salad', 'Mexican', 'Burgers']",1
"['Salad', 'Pizza', 'Food Delivery Services']",1
"['Salad', 'Pizza', 'Italian']",3
"['Salad', 'Pizza', 'Sandwiches']",1
"['Salad', 'Pizza']",1
"['Salad', 'Pubs', 'Karaoke']",1
"['Salad', 'Sandwiches', 'American (New)']",1
"['Salad', 'Sandwiches', 'Burgers']",1
"['Salad', 'Sandwiches', 'Cafes']",1
"['Salad', 'Sandwiches', 'Delis']",1
"['Salad', 'Sandwiches', 'Juice Bars & Smoothies']",2
"['Salad', 'Sandwiches', 'Pizza']",1
"['Salad', 'Sandwiches', 'Soup']",1
"['Salad', 'Sandwiches', 'Wine Bars']",1
"['Salad', 'Sandwiches']",5
"['Salad', 'Seafood', 'Sandwiches']",1
"['Salad', 'Soup', 'Sandwiches']",5
"['Salad', 'Soup']",3
"['Salad', 'Tacos', 'Soup']",1
"['Salad', 'Vegan', 'Live/Raw Food']",1
"['Salad', 'Vegetarian']",1
"['Salad', 'Wine Bars', 'American (Traditional)']",1
['Salad'],1
"['Salvadoran', 'Beer, Wine & Spirits', 'Delis']",1
"['Salvadoran', 'Breakfast & Brunch', 'Cafes']",1
"['Salvadoran', 'Breakfast & Brunch', 'Mexican']",2
"['Salvadoran', 'Breakfast & Brunch']",2
"['Salvadoran', 'Coffee & Tea', 'Breakfast & Brunch']",1
"['Salvadoran', 'Comfort Food', 'Street Vendors']",1
"['Salvadoran', 'Food Stands']",1
"['Salvadoran', 'Honduran']",1
"['Salvadoran', 'Imported Food']",1
"['Salvadoran', 'Mexican', 'Desserts']",1
"['Salvadoran', 'Mexican']",14
"['Salvadoran', 'Seafood', 'Mexican']",2
"['Salvadoran', 'Street Vendors']",1
"['Salvadoran', 'Tacos', 'Food Trucks']",1
"['Salvadoran', 'Tacos']",1
['Salvadoran'],30
"['Sandwiches', 'American (New)', 'Breakfast & Brunch']",2
"['Sandwiches', 'American (New)', 'Cafes']",2
"['Sandwiches', 'American (New)', 'Salad']",1
"['Sandwiches', 'American (New)']",1
"['Sandwiches', 'American (Traditional)', 'Burgers']",2
"['Sandwiches', 'American (Traditional)', 'Chicken Shop']",1
"['Sandwiches', 'American (Traditional)']",2
"['Sandwiches', 'Asian Fusion', 'Food Trucks']",1
"['Sandwiches', 'Asian Fusion', 'Salad']",1
"['Sandwiches', 'Asian Fusion', 'Vietnamese']",1
"['Sandwiches', 'Bagels', 'Breakfast & Brunch']",2
"['Sandwiches', 'Bagels', 'Juice Bars & Smoothies']",1
"['Sandwiches', 'Bagels']",1
"['Sandwiches', 'Bakeries', 'Bagels']",1
"['Sandwiches', 'Bakeries', 'Breakfast & Brunch']",1
"['Sandwiches', 'Bakeries', 'Coffee & Tea']",2
"['Sandwiches', 'Bars', 'Pizza']",1
"['Sandwiches', 'Bed & Breakfast', 'Ice Cream & Frozen Yogurt']",1
"['Sandwiches', 'Beer Bar', 'Sports Bars']",1
"['Sandwiches', 'Brazilian', 'Breakfast & Brunch']",1
"['Sandwiches', 'Brazilian', 'Cafes']",1
"['Sandwiches', 'Breakfast & Brunch', 'American (Traditional)']",2
"['Sandwiches', 'Breakfast & Brunch', 'Bagels']",1
"['Sandwiches', 'Breakfast & Brunch', 'Beer Bar']",1
"['Sandwiches', 'Breakfast & Brunch', 'Burgers']",4
"['Sandwiches', 'Breakfast & Brunch', 'Cafes']",3
"['Sandwiches', 'Breakfast & Brunch', 'Caterers']",1
"['Sandwiches', 'Breakfast & Brunch', 'Coffee & Tea']",1
"['Sandwiches', 'Breakfast & Brunch', 'Desserts']",1
"['Sandwiches', 'Breakfast & Brunch', 'Seafood']",1
"['Sandwiches', 'Breakfast & Brunch', 'Vietnamese']",1
"['Sandwiches', 'Breakfast & Brunch', 'Wine Bars']",1
"['Sandwiches', 'Breakfast & Brunch']",4
"['Sandwiches', 'Bubble Tea']",2
"['Sandwiches', 'Burgers', 'Beer Gardens']",1
"['Sandwiches', 'Burgers', 'Cheesesteaks']",3
"['Sandwiches', 'Burgers', 'Gastropubs']",1
"['Sandwiches', 'Burgers', 'Salad']",1
"['Sandwiches', 'Burgers']",4
"['Sandwiches', 'Cafes', 'Breakfast & Brunch']",2
"['Sandwiches', 'Cafes', 'Coffee & Tea']",2
"['Sandwiches', 'Cafes', 'Salad']",2
"['Sandwiches', 'Cafes', 'Sports Bars']",1
"['Sandwiches', 'Cafes']",5
"['Sandwiches', 'Cafeteria']",1
"['Sandwiches', 'Cheese Shops']",1
"['Sandwiches', 'Cheesesteaks', 'Bagels']",1
"['Sandwiches', 'Cheesesteaks', 'Burgers']",1
"['Sandwiches', 'Cheesesteaks', 'Chicken Wings']",1
"['Sandwiches', 'Cheesesteaks']",5
"['Sandwiches', 'Chicken Shop', 'American (New)']",1
"['Sandwiches', 'Chinese', 'Salad']",1
"['Sandwiches', 'Coffee & Tea', 'Bagels']",4
"['Sandwiches', 'Coffee & Tea', 'Beer Bar']",1
"['Sandwiches', 'Coffee & Tea', 'Breakfast & Brunch']",4
"['Sandwiches', 'Coffee & Tea', 'Cafes']",1
"['Sandwiches', 'Coffee & Tea', 'Donuts']",1
"['Sandwiches', 'Coffee & Tea', 'Italian']",1
"['Sandwiches', 'Coffee & Tea', 'Juice Bars & Smoothies']",2
"['Sandwiches', 'Coffee & Tea', 'Vietnamese']",1
"['Sandwiches', 'Coffee & Tea', 'Wine Bars']",1
"['Sandwiches', 'Coffee & Tea']",8
"['Sandwiches', 'Comfort Food', 'Breakfast & Brunch']",1
"['Sandwiches', 'Comfort Food']",1
"['Sandwiches', 'Convenience Stores', 'Beer, Wine & Spirits']",1
"['Sandwiches', 'Delis', 'Beer, Wine & Spirits']",1
"['Sandwiches', 'Delis', 'Breakfast & Brunch']",2
"['Sandwiches', 'Delis', 'Burgers']",1
"['Sandwiches', 'Delis', 'Cheesesteaks']",1
"['Sandwiches', 'Delis', 'Fast Food']",1
"['Sandwiches', 'Delis', 'Poutineries']",1
"['Sandwiches', 'Delis', 'Salad']",3
"['Sandwiches', 'Delis', 'Soup']",1
"['Sandwiches', 'Delis', 'Vegetarian']",1
"['Sandwiches', 'Delis']",10
"['Sandwiches', 'Desserts', 'Coffee & Tea']",1
"['Sandwiches', 'Desserts', 'Juice Bars & Smoothies']",1
"['Sandwiches', 'Diners']",1
"['Sandwiches', 'Fast Food', 'Cheesesteaks']",1
"['Sandwiches', 'Fast Food', 'Delis']",5
"['Sandwiches', 'Fast Food']",3
"['Sandwiches', 'Food Stands', 'Chicken Shop']",1
"['Sandwiches', 'Food Stands']",1
"['Sandwiches', 'Food Trucks']",3
"['Sandwiches', 'French']",1
"['Sandwiches', 'Gelato', 'Coffee & Tea']",1
"['Sandwiches', 'Gelato', 'Salad']",1
"['Sandwiches', 'Gluten-Free', 'Delis']",1
"['Sandwiches', 'Gluten-Free', 'Salad']",1
"['Sandwiches', 'Halal', 'Wraps']",1
"['Sandwiches', 'Halal']",1
"['Sandwiches', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea']",1
"['Sandwiches', 'Ice Cream & Frozen Yogurt', 'Delis']",1
"['Sandwiches', 'Ice Cream & Frozen Yogurt']",2
"['Sandwiches', 'Italian']",1
"['Sandwiches', 'Japanese']",1
"['Sandwiches', 'Juice Bars & Smoothies', 'Beer Bar']",1
"['Sandwiches', 'Juice Bars & Smoothies', 'Breakfast & Brunch']",1
"['Sandwiches', 'Juice Bars & Smoothies', 'Bubble Tea']",1
"['Sandwiches', 'Juice Bars & Smoothies', 'Sushi Bars']",1
"['Sandwiches', 'Juice Bars & Smoothies']",1
"['Sandwiches', 'Korean', 'Breakfast & Brunch']",1
"['Sandwiches', 'Korean', 'Salad']",1
"['Sandwiches', 'Korean']",1
"['Sandwiches', 'Latin American', 'Barbeque']",1
"['Sandwiches', 'Macarons', 'Bubble Tea']",1
"['Sandwiches', 'Mediterranean', 'Breakfast & Brunch']",2
"['Sandwiches', 'Mediterranean', 'Delis']",1
"['Sandwiches', 'Mediterranean', 'Salad']",1
"['Sandwiches', 'Mediterranean']",1
"['Sandwiches', 'Pizza', 'Sports Bars']",1
"['Sandwiches', 'Pizza']",1
"['Sandwiches', 'Pop-Up Restaurants']",1
"['Sandwiches', 'Salad', 'American (New)']",3
"['Sandwiches', 'Salad', 'Bagels']",2
"['Sandwiches', 'Salad', 'Breakfast & Brunch']",3
"['Sandwiches', 'Salad', 'Burgers']",1
"['Sandwiches', 'Salad', 'Caterers']",1
"['Sandwiches', 'Salad', 'Chicken Shop']",1
"['Sandwiches', 'Salad', 'Coffee & Tea']",1
"['Sandwiches', 'Salad', 'Fast Food']",1
"['Sandwiches', 'Salad', 'Pizza']",1
"['Sandwiches', 'Salad', 'Soup']",4
"['Sandwiches', 'Salad', 'Wraps']",2
"['Sandwiches', 'Salad']",6
"['Sandwiches', 'Soup', 'Breakfast & Brunch']",1
"['Sandwiches', 'Soup', 'Salad']",3
"['Sandwiches', 'Soup']",1
"['Sandwiches', 'Specialty Food', 'Vietnamese']",1
"['Sandwiches', 'Sports Bars', 'Cheesesteaks']",1
"['Sandwiches', 'Steakhouses']",1
"['Sandwiches', 'Vegan', 'Gluten-Free', 'Wraps']",1
"['Sandwiches', 'Vegan', 'Gluten-Free']",2
"['Sandwiches', 'Vegan', 'Vegetarian']",1
"['Sandwiches', 'Vegan']",2
"['Sandwiches', 'Vietnamese', 'Bubble Tea']",1
"['Sandwiches', 'Vietnamese', 'Coffee & Tea']",2
"['Sandwiches', 'Vietnamese', 'Delis']",1
"['Sandwiches', 'Vietnamese', 'Juice Bars & Smoothies']",2
"['Sandwiches', 'Vietnamese', 'Soup']",1
"['Sandwiches', 'Vietnamese']",4
"['Sandwiches', 'Wine Bars', 'Cafes']",1
['Sandwiches'],86
"['Scandinavian', 'Bars']",2
"['Scandinavian', 'Breakfast & Brunch']",1
"['Seafood Markets', 'International Grocery', 'Food Court']",1
"['Seafood Markets', 'Seafood', 'Fish & Chips']",1
"['Seafood Markets', 'Seafood', 'Tapas/Small Plates']",1
"['Seafood Markets', 'Seafood']",2
"['Seafood', 'American (New)', 'Bars']",1
"['Seafood', 'American (New)', 'Breakfast & Brunch']",2
"['Seafood', 'American (New)', 'Cocktail Bars']",1
"['Seafood', 'American (New)', 'Live/Raw Food']",1
"['Seafood', 'American (New)', 'Lounges']",1
"['Seafood', 'American (New)', 'Southern']",1
"['Seafood', 'American (New)']",9
"['Seafood', 'American (Traditional)', 'American (New)']",1
"['Seafood', 'American (Traditional)', 'Breakfast & Brunch']",1
"['Seafood', 'American (Traditional)', 'Chicken Wings']",1
"['Seafood', 'American (Traditional)', 'Sushi Bars']",1
"['Seafood', 'American (Traditional)', 'Venues & Event Spaces']",1
"['Seafood', 'American (Traditional)']",12
"['Seafood', 'Barbeque', 'Desserts']",1
"['Seafood', 'Barbeque', 'Sandwiches']",1
"['Seafood', 'Bars', 'American (New)']",2
"['Seafood', 'Bars', 'American (Traditional)']",5
"['Seafood', 'Bars', 'Breakfast & Brunch']",2
"['Seafood', 'Bars', 'Pizza']",1
"['Seafood', 'Bars', 'Sandwiches']",1
"['Seafood', 'Bars', 'Sicilian']",1
"['Seafood', 'Bars', 'Tapas/Small Plates']",1
"['Seafood', 'Bars']",4
"['Seafood', 'Breakfast & Brunch', 'American (New)']",2
"['Seafood', 'Breakfast & Brunch', 'American (Traditional)']",2
"['Seafood', 'Breakfast & Brunch', 'Asian Fusion']",1
"['Seafood', 'Breakfast & Brunch', 'Cocktail Bars']",1
"['Seafood', 'Breakfast & Brunch']",1
"['Seafood', 'Breweries', 'Breakfast & Brunch']",1
"['Seafood', 'Buffets']",1
"['Seafood', 'Burgers', 'Sandwiches']",1
"['Seafood', 'Burgers']",1
"['Seafood', 'Cafes', 'Fish & Chips']",1
"['Seafood', 'Cajun/Creole', 'Breakfast & Brunch']",1
"['Seafood', 'Cajun/Creole', 'Noodles']",1
"['Seafood', 'Cajun/Creole']",5
"['Seafood', 'Cantonese', 'Dim Sum']",1
"['Seafood', 'Cantonese']",7
"['Seafood', 'Caterers', 'Russian']",1
"['Seafood', 'Cheesesteaks', 'Food Trucks']",1
"['Seafood', 'Chinese']",2
"['Seafood', 'Cocktail Bars', 'American (New)']",2
"['Seafood', 'Cocktail Bars', 'American (Traditional)']",1
"['Seafood', 'Cocktail Bars', 'Steakhouses']",1
"['Seafood', 'Cocktail Bars']",4
"['Seafood', 'Coffee & Tea']",1
"['Seafood', 'Desserts', 'American (New)']",1
"['Seafood', 'Dim Sum', 'Cantonese']",4
"['Seafood', 'Dim Sum', 'Hot Pot']",1
"['Seafood', 'Dim Sum']",2
"['Seafood', 'Fast Food', 'Fish & Chips']",2
"['Seafood', 'Fast Food', 'Hawaiian']",1
"['Seafood', 'Fast Food']",1
"['Seafood', 'Fish & Chips', 'Beer, Wine & Spirits']",1
"['Seafood', 'Fish & Chips', 'Breakfast & Brunch']",1
"['Seafood', 'Fish & Chips', 'British']",1
"['Seafood', 'Fish & Chips', 'Burgers']",1
"['Seafood', 'Fish & Chips', 'Cajun/Creole']",1
"['Seafood', 'Fish & Chips', 'Chicken Wings']",1
"['Seafood', 'Fish & Chips', 'Sandwiches']",2
"['Seafood', 'Fish & Chips', 'Soup']",1
"['Seafood', 'Fish & Chips', 'Tacos']",2
"['Seafood', 'Fish & Chips']",9
"['Seafood', 'Food Stands', 'Sandwiches']",1
"['Seafood', 'Food Stands']",3
"['Seafood', 'Food Trucks', 'Cheesesteaks']",1
"['Seafood', 'Food Trucks']",3
"['Seafood', 'French', 'Spanish']",1
"['Seafood', 'French', 'Wine Bars']",1
"['Seafood', 'Hawaiian', 'Poke']",2
"['Seafood', 'Hawaiian']",2
"['Seafood', 'Hot Pot', 'Chinese']",1
"['Seafood', 'Hot Pot', 'Dim Sum']",1
"['Seafood', 'Hot Pot']",1
"['Seafood', 'Italian', 'Bars']",3
"['Seafood', 'Italian', 'Cocktail Bars']",1
"['Seafood', 'Italian', 'Lounges']",1
"['Seafood', 'Italian']",3
"['Seafood', 'Japanese', 'Asian Fusion']",1
"['Seafood', 'Japanese', 'Pop-Up Restaurants']",1
"['Seafood', 'Latin American', 'Mexican']",1
"['Seafood', 'Live/Raw Food', 'Fish & Chips']",1
"['Seafood', 'Live/Raw Food']",2
"['Seafood', 'Lounges']",2
"['Seafood', 'Mexican', 'Bars']",1
"['Seafood', 'Mexican', 'Breakfast & Brunch']",1
"['Seafood', 'Mexican', 'Fast Food']",1
"['Seafood', 'Mexican', 'Fish & Chips']",1
"['Seafood', 'Mexican', 'Food Trucks']",1
"['Seafood', 'Mexican', 'Sushi Bars']",1
"['Seafood', 'Mexican']",20
"['Seafood', 'Noodles', 'International Grocery']",1
"['Seafood', 'Poke', 'Beer Bar']",1
"['Seafood', 'Poke', 'Japanese Curry']",1
"['Seafood', 'Poke']",3
"['Seafood', 'Salad', 'Bars']",1
"['Seafood', 'Salad', 'Sandwiches']",2
"['Seafood', 'Salvadoran']",1
"['Seafood', 'Sandwiches', 'Burgers']",2
"['Seafood', 'Sandwiches', 'Delis']",1
"['Seafood', 'Sardinian']",1
"['Seafood', 'Seafood Markets', 'Bars']",1
"['Seafood', 'Seafood Markets', 'Fish & Chips']",1
"['Seafood', 'Seafood Markets']",7
"['Seafood', 'Smokehouse']",1
"['Seafood', 'Soul Food', 'Burgers']",1
"['Seafood', 'Soul Food', 'Southern']",1
"['Seafood', 'Soul Food']",1
"['Seafood', 'Soup']",1
"['Seafood', 'Southern', 'Soul Food']",1
"['Seafood', 'Southern']",1
"['Seafood', 'Steakhouses', 'American (Traditional)']",3
"['Seafood', 'Steakhouses', 'Bars']",3
"['Seafood', 'Steakhouses', 'Beer, Wine & Spirits']",1
"['Seafood', 'Steakhouses', 'Breakfast & Brunch']",1
"['Seafood', 'Steakhouses', 'Cocktail Bars']",1
"['Seafood', 'Steakhouses', 'Italian']",1
"['Seafood', 'Steakhouses', 'Sports Bars']",1
"['Seafood', 'Steakhouses', 'Sushi Bars']",1
"['Seafood', 'Steakhouses', 'Venues & Event Spaces']",1
"['Seafood', 'Steakhouses']",9
"['Seafood', 'Sushi Bars', 'Live/Raw Food']",1
"['Seafood', 'Sushi Bars', 'Seafood Markets']",1
"['Seafood', 'Szechuan']",1
"['Seafood', 'Tacos', 'American (Traditional)']",1
"['Seafood', 'Tacos', 'Food Trucks']",1
"['Seafood', 'Tacos', 'Sandwiches']",1
"['Seafood', 'Tacos']",4
"['Seafood', 'Venues & Event Spaces', 'Wine Bars']",1
"['Seafood', 'Venues & Event Spaces']",1
"['Seafood', 'Vietnamese', 'Asian Fusion']",2
"['Seafood', 'Vietnamese', 'Beer Bar']",1
"['Seafood', 'Vietnamese']",1
"['Seafood', 'Wine Bars']",2
['Seafood'],67
"['Senegalese', 'Caterers']",1
"['Senegalese', 'Dance Clubs', 'Bars']",1
['Senegalese'],1
"['Shanghainese', 'Dim Sum', 'Noodles']",1
"['Shanghainese', 'Dim Sum']",7
"['Shanghainese', 'Hot Pot']",1
"['Shanghainese', 'Noodles']",1
"['Shanghainese', 'Szechuan']",1
['Shanghainese'],16
"['Shared Office Spaces', 'Venues & Event Spaces', 'Cafes']",1
"['Shaved Ice', 'Food Stands', 'Ice Cream & Frozen Yogurt']",1
"['Shaved Ice', 'Juice Bars & Smoothies', 'Mexican']",1
"['Shopping Centers', 'Jewelry', 'Watches', 'Mexican']",1
"['Shopping', 'Local Flavor', 'American (New)']",1
"['Singaporean', 'Malaysian', 'Indonesian']",1
"['Singaporean', 'Malaysian', 'Thai']",1
"['Singaporean', 'Malaysian']",1
"['Skate Shops', 'Coffee & Tea', 'Cafes']",1
"['Smokehouse', 'Seafood', 'American (Traditional)']",1
"['Smokehouse', 'Southern', 'American (Traditional)']",1
"['Social Clubs', 'French']",1
"['Soul Food', 'American (Traditional)']",1
"['Soul Food', 'Barbeque']",2
"['Soul Food', 'Breakfast & Brunch', 'Chicken Wings']",1
"['Soul Food', 'Breakfast & Brunch', 'Sandwiches']",1
"['Soul Food', 'Breakfast & Brunch', 'Southern']",2
"['Soul Food', 'Cajun/Creole']",1
"['Soul Food', 'Caterers', 'Street Vendors']",1
"['Soul Food', 'Diners']",1
"['Soul Food', 'Filipino']",1
"['Soul Food', 'Fish & Chips']",1
"['Soul Food', 'Food Stands', 'Barbeque']",1
"['Soul Food', 'Food Trucks', 'Comfort Food']",1
"['Soul Food', 'Sandwiches']",1
"['Soul Food', 'Seafood', 'Chicken Wings']",1
"['Soul Food', 'Seafood', 'Southern']",2
"['Soul Food', 'Southern', 'American (Traditional)']",1
"['Soul Food', 'Southern', 'Cajun/Creole']",1
"['Soul Food', 'Southern', 'Pop-Up Restaurants']",1
"['Soul Food', 'Southern', 'Seafood']",1
"['Soul Food', 'Southern', 'Waffles']",1
"['Soul Food', 'Southern']",1
"['Soul Food', 'Waffles', 'Bars']",1
['Soul Food'],15
"['Soup', 'Burgers', 'Greek']",1
"['Soup', 'Fast Food']",1
"['Soup', 'Gluten-Free', 'Vegetarian']",1
"['Soup', 'Juice Bars & Smoothies', 'Salad']",1
"['Soup', 'Salad', 'Sandwiches']",1
"['Soup', 'Sandwiches']",1
"['Soup', 'Vietnamese']",1
['Soup'],1
['South African'],1
"['Southern', 'American (Traditional)', 'Bars']",1
"['Southern', 'Barbeque']",2
"['Southern', 'Bars', 'Music Venues']",1
"['Southern', 'Breakfast & Brunch', 'Diners']",1
"['Southern', 'Breakfast & Brunch']",1
"['Southern', 'Cajun/Creole', 'American (Traditional)']",1
"['Southern', 'Cajun/Creole']",1
"['Southern', 'Desserts', 'Wine Bars']",1
"['Southern', 'Fast Food']",1
"['Southern', 'Fish & Chips', 'Food Trucks']",1
"['Southern', 'Fish & Chips']",1
"['Southern', 'Soul Food', 'Waffles']",1
"['Southern', 'Whiskey Bars', 'American (New)']",1
['Southern'],6
"['Spanish', 'American (New)', 'Mediterranean']",1
"['Spanish', 'American (New)']",1
"['Spanish', 'Bars', 'Coffee Roasteries']",1
"['Spanish', 'Basque', 'Tapas Bars']",1
"['Spanish', 'Basque']",2
"['Spanish', 'Catalan', 'Cocktail Bars']",1
"['Spanish', 'Portuguese', 'Food Stands']",1
"['Spanish', 'Seafood', 'Tapas Bars']",1
"['Spanish', 'Seafood', 'Tapas/Small Plates']",2
"['Spanish', 'Tapas Bars', 'Basque']",1
"['Spanish', 'Tapas Bars', 'Lounges']",1
"['Spanish', 'Tapas Bars', 'Tapas/Small Plates']",1
"['Spanish', 'Tapas Bars', 'Wine Bars']",3
"['Spanish', 'Tapas Bars']",3
"['Spanish', 'Tapas/Small Plates', 'Bars']",1
"['Spanish', 'Tapas/Small Plates']",2
"['Spanish', 'Venues & Event Spaces', 'Brewpubs']",1
"['Speakeasies', 'Wine Bars', 'Tapas Bars']",1
"['Specialty Food', 'American (New)', 'Vegetarian']",1
"['Specialty Food', 'Caribbean']",1
"['Specialty Food', 'Delis', 'Sandwiches']",1
"['Specialty Food', 'Festivals', 'Food Stands']",1
"['Specialty Food', 'Filipino']",1
"['Specialty Food', 'Food Stands']",2
"['Specialty Food', 'Gluten-Free']",1
"['Specialty Food', 'Hot Dogs']",1
"['Specialty Food', 'Italian']",1
"['Specialty Food', 'Mexican']",1
"['Specialty Food', 'Middle Eastern']",1
"['Specialty Food', 'Pizza', 'Sandwiches']",1
"['Specialty Food', 'South African', 'Caribbean']",1
"['Specialty Food', 'Teppanyaki']",1
"['Specialty Food', 'Vegan']",1
"['Sports Bars', 'American (New)', 'Cocktail Bars']",1
"['Sports Bars', 'American (New)', 'Gay Bars']",1
"['Sports Bars', 'American (New)', 'Venues & Event Spaces']",1
"['Sports Bars', 'American (New)']",6
"['Sports Bars', 'American (Traditional)', 'Barbeque']",1
"['Sports Bars', 'American (Traditional)', 'Beer Bar']",1
"['Sports Bars', 'American (Traditional)', 'Breakfast & Brunch']",3
"['Sports Bars', 'American (Traditional)', 'Brewpubs']",1
"['Sports Bars', 'American (Traditional)', 'Burgers']",1
"['Sports Bars', 'American (Traditional)', 'Chicken Wings']",2
"['Sports Bars', 'American (Traditional)', 'Cocktail Bars']",2
"['Sports Bars', 'American (Traditional)', 'Desserts']",1
"['Sports Bars', 'American (Traditional)', 'Eatertainment']",1
"['Sports Bars', 'American (Traditional)', 'Gastropubs']",1
